"","gene_id","gene_name","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val"
"6158","ENSG00000068912.13","ERLEC1","protein_coding",0.104764757632482,3.06183302239194,0.0608744211376532,0.480392196102711,0.999999999912779
"8476","ENSG00000232732.9","AC097717.1","processed_transcript",0.102130292094658,2.09517056623082,0.049137258990668,0.4804215554087,0.999999999912779
"18351","ENSG00000277661.4","AL662791.2","antisense",-0.11628280385048,-1.19141273730049,-0.136919902951793,0.480504166532442,0.999999999912779
"9149","ENSG00000227802.1","DNAJB3","transcribed_processed_pseudogene",-0.105203491469372,2.80171784599669,-0.0639810182143708,0.480553601889281,0.999999999912779
"1597","ENSG00000272175.1","AL050343.2","antisense",0.102940538082991,2.17355118541387,0.0492961567111017,0.480729969687121,0.999999999912779
"9376","ENSG00000230944.1","AC026202.1","lincRNA",0.102755780800422,0.282482978747551,0.0487809772995693,0.480751385640147,0.999999999912779
"12776","ENSG00000248837.5","AC097512.1","lincRNA",0.103170850308488,2.76431992497801,0.0500196376766084,0.48080699907561,0.999999999912779
"14878","ENSG00000280757.1","DUX4L1","unprocessed_pseudogene",0.106919522236864,-1.17204852580337,0.0764807775686364,0.480942300994743,0.999999999912779
"11594","ENSG00000250271.2","AC068647.2","transcribed_unprocessed_pseudogene",-0.102849851406175,5.11933965802233,-0.0484120238846682,0.481028111241326,0.999999999912779
"8790","ENSG00000115461.4","IGFBP5","protein_coding",0.120650064496144,-0.647284771224452,0.159555261534926,0.48122574262542,0.999999999912779
"13084","ENSG00000188993.3","LRRC66","protein_coding",0.123326158300079,-1.21189849131682,0.172429265405982,0.481445175519185,0.999999999912779
"1516","ENSG00000162366.7","PDZK1IP1","protein_coding",-0.108844696201634,1.18919096188675,-0.0898009975662819,0.481594412243986,0.999999999912779
"18385","ENSG00000237988.5","OR2I1P","protein_coding",0.105002750768735,-0.588019634065112,0.0610000695165635,0.482147226276084,0.999999999912779
"17112","ENSG00000113657.12","DPYSL3","protein_coding",-0.102216725169605,4.25476055809706,-0.0445606006300808,0.482271620894406,0.999999999912779
"7819","ENSG00000281469.1","AC019226.1","TEC",-0.101948811176769,3.44655767043452,-0.044437067156592,0.482293902099433,0.999999999912779
"18179","ENSG00000278463.1","HIST1H2AB","protein_coding",0.102342936358761,1.00830334020968,0.044168633468731,0.482478837647545,0.999999999912779
"18937","ENSG00000048545.13","GUCA1A","protein_coding",0.10179247834085,3.51476253094118,0.0439268780626263,0.482494772350348,0.999999999912779
"11661","ENSG00000272990.1","AC084036.1","antisense",0.103146790378814,-0.205831714668272,0.0470601870518646,0.48252859576435,0.999999999912779
"14521","ENSG00000168843.13","FSTL5","protein_coding",0.102337252707721,2.61585598337452,0.0440098580169052,0.482543522399651,0.999999999912779
"5342","ENSG00000228799.5","LINC01939","lincRNA",-0.102511034064751,4.52733579009708,-0.0441597487133015,0.482612024111267,0.999999999912779
"17695","ENSG00000242979.1","RPS15AP18","processed_pseudogene",0.107008073428943,8.13960561704595,0.0758020032773308,0.482707464634472,0.999999999912779
"9534","ENSG00000230172.1","AC090957.1","antisense",-0.103091121369358,7.03787649808462,-0.0462178891197337,0.482870131866342,0.999999999912779
"12629","ENSG00000250884.1","OR7E85P","unprocessed_pseudogene",0.126490477594755,-0.808778741617049,0.185792810991329,0.482907073217063,0.999999999912779
"14139","ENSG00000249038.2","AARSP1","processed_pseudogene",0.126173740688095,-0.93703280902779,0.184342068569,0.482975786258796,0.999999999912779
"14694","ENSG00000109674.3","NEIL3","protein_coding",0.101649924947476,5.48209960588378,0.0419786109718255,0.483270376758616,0.999999999912779
"7885","ENSG00000224675.1","AC009227.1","antisense",0.11402653502369,-1.12010734894784,0.12195856599956,0.483308316117498,0.999999999912779
"3069","ENSG00000277452.1","RN7SL473P","misc_RNA",0.103545603200706,0.590265739890161,0.048708754738947,0.483321000440199,0.999999999912779
"3127","ENSG00000223861.1","AL365436.1","processed_pseudogene",0.102608094781672,0.183278946046658,0.0429869950530118,0.483334612320255,0.999999999912779
"11051","ENSG00000169087.10","HSPBAP1","protein_coding",-0.104629674519162,2.35051005726145,-0.0568959136369513,0.483515388186593,0.999999999912779
"3669","ENSG00000230739.1","AL392003.2","unprocessed_pseudogene",-0.101995873531027,7.27603261554073,-0.0413746852631322,0.48352865227035,0.999999999912779
"11991","ENSG00000235294.1","RPL7AP25","processed_pseudogene",-0.101583386294042,4.19601067555581,-0.0412095407209406,0.483576594723382,0.999999999912779
"12250","ENSG00000237222.3","LINC01968","lincRNA",-0.102602093915857,3.06797468442377,-0.0424703814100487,0.483596264399709,0.999999999912779
"220","ENSG00000284666.1","Z98259.2","lincRNA",0.101205212793501,4.72435386728788,0.0403938928292265,0.483901345516866,0.999999999912779
"10836","ENSG00000214381.5","LINC00488","processed_transcript",-0.101929556411876,9.02301655962338,-0.0403005600930839,0.483954360969871,0.999999999912779
"7965","ENSG00000244372.3","RN7SL423P","misc_RNA",0.10177961300295,2.30189186554303,0.0402268948886468,0.483971416384239,0.999999999912779
"18314","ENSG00000137185.12","ZSCAN9","protein_coding",0.107751858468031,-0.34241425504687,0.0802771031248237,0.48410262726748,0.999999999912779
"8739","ENSG00000236193.3","LINC01953","lincRNA",-0.102196850630811,0.23327473502991,-0.040151729955961,0.484125534225586,0.999999999912779
"7189","ENSG00000237745.1","RPL22P8","processed_pseudogene",0.102109135271037,3.99452869403553,0.0395992271977582,0.48430532331626,0.999999999912779
"1119","ENSG00000241014.2","AC114490.1","transcribed_unitary_pseudogene",0.10744273295534,2.6589235807626,0.0778089164138834,0.484411064575891,0.999999999912779
"10016","ENSG00000261603.2","PRSS46P","transcribed_unitary_pseudogene",0.102035664069435,5.37681886206807,0.0392000741777084,0.484437002232635,0.999999999912779
"12516","ENSG00000237170.3","RPS7P15","processed_pseudogene",0.103311223446832,0.816968595791255,0.0456966244643656,0.484442721110803,0.999999999912779
"1324","ENSG00000197273.3","GUCA2A","protein_coding",0.112922609741438,1.70190623780608,0.114348224011132,0.484715459115179,0.999999999912779
"4587","ENSG00000198468.7","FLVCR1-DT","lincRNA",-0.102116260248224,1.29847682641952,-0.0385805075372433,0.484756767236149,0.999999999912779
"2193","ENSG00000225492.6","GBP1P1","transcribed_unprocessed_pseudogene",-0.101724581391529,4.84256247329171,-0.0381739610363654,0.484791078845159,0.999999999912779
"1685","ENSG00000225183.1","AL353898.1","processed_pseudogene",-0.102405286068858,5.37152345179967,-0.0391558751928507,0.484938233935524,0.999999999912779
"13069","ENSG00000251056.1","ANKRD20A17P","unprocessed_pseudogene",-0.124343611906998,0.1240458696344,-0.174395027186638,0.485299124232373,0.999999999912779
"3919","ENSG00000230687.1","AL008626.1","lincRNA",-0.101989902784586,5.20572817930055,-0.036903537956976,0.485397158276187,0.999999999912779
"6855","ENSG00000254220.1","IGKV2D-18","IG_V_pseudogene",0.102922246220547,-0.255361974452684,0.0416055148343962,0.485473713948299,0.999999999912779
"13124","ENSG00000248518.1","AC098587.1","lincRNA",-0.106856288786245,2.23343163895084,-0.0727275412342022,0.485479242333353,0.999999999912779
"9226","ENSG00000283635.1","AC012485.3","antisense",-0.102276819413883,0.903407603284438,-0.0370238159336991,0.485798366537441,0.999999999912779
"6051","ENSG00000068784.12","SRBD1","protein_coding",-0.102462905568963,5.70995758058034,-0.0379291011505235,0.485871046706674,0.999999999912779
"14462","ENSG00000256394.2","ASIC5","protein_coding",0.101728235993296,6.6668628389863,0.0353606573082992,0.485929468983874,0.999999999912779
"310","ENSG00000180758.11","GPR157","protein_coding",0.115846465654494,-0.771031861052607,0.13061983990129,0.48612541907179,0.999999999912779
"4540","ENSG00000153363.12","LINC00467","lincRNA",0.124374201159641,-1.061218896233,0.173913134446298,0.486175580347726,0.999999999912779
"1259","ENSG00000229213.1","AL033527.1","unprocessed_pseudogene",0.137403242414018,-0.732798253687923,0.226516736897797,0.486180256879518,0.999999999912779
"7415","ENSG00000224789.1","AC012363.1","antisense",0.102657657838334,-1.08602693915504,0.0388047854900785,0.486185044662307,0.999999999912779
"2859","ENSG00000227212.3","PFN1P6","processed_pseudogene",0.102499646959928,-0.00714125707159276,0.0376276247323035,0.486243860188746,0.999999999912779
"9386","ENSG00000236202.1","GRM7-AS1","antisense",-0.112896710422972,0.19951855672764,-0.113186231723755,0.486251526346429,0.999999999912779
"1373","ENSG00000159479.16","MED8","protein_coding",-0.102877340497241,-1.12832359056496,-0.0403294220665156,0.486291809636012,0.999999999912779
"15089","ENSG00000259802.1","AC012640.2","antisense",-0.101602320606863,4.92599117807589,-0.0339129602804503,0.486496029668594,0.999999999912779
"8263","ENSG00000144331.19","ZNF385B","protein_coding",-0.101738303529512,5.85000089181768,-0.0337263496539045,0.486612296672405,0.999999999912779
"18623","ENSG00000231852.7","CYP21A2","protein_coding",0.107846603485963,-0.392738876884358,0.0792790664936515,0.486659251832238,0.999999999912779
"10952","ENSG00000243197.7","TUSC7","antisense",0.13937440872224,-0.345467457165895,0.23298981524687,0.48673211513224,0.999999999912779
"11500","ENSG00000239661.1","AC092925.1","lincRNA",0.104036978099153,1.85433973022949,0.0492974420129854,0.486950986530258,0.999999999912779
"18556","ENSG00000232810.3","TNF","protein_coding",-0.101428539302693,2.56656426432798,-0.0314656251415808,0.487464455957138,0.999999999912779
"4694","ENSG00000238042.5","LINC02257","lincRNA",-0.102311130024785,-0.33597666721671,-0.0346067623938428,0.48752530062308,0.999999999912779
"4875","ENSG00000201355.1","RNA5S14","rRNA",0.117230498426072,-1.19229137241075,0.137302311078715,0.487612274720536,0.999999999912779
"13104","ENSG00000207385.1","RNU6-310P","snRNA",0.103355065496299,0.267303837929998,0.0429364203883866,0.487718419377213,0.999999999912779
"4210","ENSG00000237861.1","AL513325.1","processed_pseudogene",0.10555014017666,-1.38319401365933,0.0610434170503979,0.487881832122994,0.999999999912779
"15497","ENSG00000248873.1","SERBP1P6","processed_pseudogene",0.105181408405596,4.97191109421318,0.0580570838815417,0.487921481836299,0.999999999912779
"8275","ENSG00000170035.15","UBE2E3","protein_coding",-0.101335912844822,4.50590169037173,-0.0301648633376047,0.487980388142721,0.999999999912779
"11638","ENSG00000239443.1","PABPC1P10","processed_pseudogene",-0.101443619015268,5.0609326999753,-0.0299357309125699,0.488086645343155,0.999999999912779
"7538","ENSG00000224087.1","AC018865.1","antisense",-0.101661087925683,0.326799600797792,-0.0299239068548936,0.488234262907061,0.999999999912779
"5289","ENSG00000196539.3","OR2T3","protein_coding",-0.10197736030986,6.90274210341525,-0.0313254440787547,0.488266351709377,0.999999999912779
"16905","ENSG00000185129.5","PURA","protein_coding",-0.10423448425533,-0.990299868646538,-0.0499903625783856,0.488295506230623,0.999999999912779
"17883","ENSG00000215057.4","PKMP5","processed_pseudogene",-0.101712177744292,7.40633833540085,-0.0297464665440103,0.488402556565343,0.999999999912779
"129","ENSG00000272004.1","FO704657.1","antisense",0.101823408778407,0.130556093467207,0.0301709284564986,0.488440211001297,0.999999999912779
"12713","ENSG00000118564.14","FBXL5","protein_coding",-0.101806626619675,0.887744838790821,-0.0300575583275713,0.488456868319592,0.999999999912779
"1400","ENSG00000227163.2","AL139220.1","processed_pseudogene",-0.101634706083749,5.1510670490511,-0.0293112687802869,0.488489220064946,0.999999999912779
"1020","ENSG00000229167.1","AC114488.1","antisense",0.101612985598132,1.20454967006035,0.0292355173210804,0.488496132212328,0.999999999912779
"1037","ENSG00000203325.3","AL445248.1","antisense",-0.101415241747409,1.8447146304748,-0.0288508318309449,0.488525406809083,0.999999999912779
"9743","ENSG00000223899.1","SEC13P1","processed_pseudogene",-0.101497970379449,7.44184627379363,-0.0287446344302018,0.48860858667502,0.999999999912779
"14752","ENSG00000248206.1","AC074194.1","sense_intronic",-0.10619821130865,-1.35594709365561,-0.0656754767423438,0.488626666048495,0.999999999912779
"280","ENSG00000232848.1","AL034417.1","processed_pseudogene",-0.101479497674061,7.42301409049401,-0.0285439758572259,0.488683405104596,0.999999999912779
"12686","ENSG00000281202.2","LINC01097","lincRNA",0.136866366867513,-1.50368268221031,0.222659267118551,0.488698315159436,0.999999999912779
"1433","ENSG00000222009.8","BTBD19","protein_coding",-0.102448281944388,5.58502406735816,-0.0343079460613721,0.488739236527366,0.999999999912779
"4345","ENSG00000133048.12","CHI3L1","protein_coding",-0.101473257963088,6.14115893699791,-0.0280190961004308,0.488907352646285,0.999999999912779
"10388","ENSG00000252420.1","RF00019","misc_RNA",0.101301484867076,3.91769238557037,0.0278509251837434,0.488909448346357,0.999999999912779
"9382","ENSG00000223719.1","AC069277.2","processed_pseudogene",0.101499364224875,1.48282218903614,0.0279928383135868,0.48894126703465,0.999999999912779
"6910","ENSG00000231331.1","AC103563.3","unprocessed_pseudogene",-0.102520550365026,1.92859302399699,-0.0347221811400516,0.488945317831112,0.999999999912779
"4784","ENSG00000185155.11","MIXL1","protein_coding",0.101597935213309,4.71950967730732,0.0279654148589281,0.48909086661378,0.999999999912779
"618","ENSG00000127463.14","EMC1","protein_coding",0.109075156723328,1.13491050837913,0.0863340443513124,0.489376009705197,0.999999999912779
"12549","ENSG00000186222.4","BLOC1S4","protein_coding",-0.101263420644256,3.55141253523802,-0.0262832360379017,0.489541392476177,0.999999999912779
"3999","ENSG00000235145.2","RPSAP16","processed_pseudogene",0.102684114552849,0.862148134055108,0.0356199743439114,0.489553825315217,0.999999999912779
"3254","ENSG00000143624.13","INTS3","protein_coding",0.101119748064765,4.19356460066305,0.0261928216350444,0.489561266150656,0.999999999912779
"18696","ENSG00000223457.1","HTATSF1P1","processed_pseudogene",0.101262554353271,1.47058377652998,0.0260797458981447,0.489624854094317,0.999999999912779
"18934","ENSG00000137413.15","TAF8","protein_coding",0.101562399098653,2.57083165165125,0.0267958016448503,0.489626844713009,0.999999999912779
"5109","ENSG00000224348.2","AL592076.1","processed_pseudogene",-0.101160877973959,5.9899151978421,-0.0255363822617884,0.489827510734441,0.999999999912779
"16860","ENSG00000253404.1","AC034243.1","antisense",-0.101249449207201,5.55112507073543,-0.0255549581039837,0.48983778751369,0.999999999912779
"11102","ENSG00000239978.1","OR7E53P","unprocessed_pseudogene",0.101440866999472,5.63779751345268,0.0257163581154583,0.489935171715601,0.999999999912779
"14539","ENSG00000177803.7","AC112247.1","processed_pseudogene",0.100808828929942,4.31538602890595,0.0251606346985059,0.489970762428026,0.999999999912779
"7873","ENSG00000214025.2","ATP5PBP4","processed_pseudogene",0.101436039132154,9.27132892622893,0.0254983578346245,0.490035248159258,0.999999999912779
"774","ENSG00000230703.1","AL591178.2","antisense",-0.101431101848884,4.53698199663538,-0.0253084064893375,0.490121843093507,0.999999999912779
"2275","ENSG00000260464.1","AL049796.1","bidirectional_promoter_lncRNA",-0.102544059146796,-1.14395408067904,-0.0338337153967604,0.490222771523245,0.999999999912779
"17332","ENSG00000221601.1","RNU4ATAC2P","snRNA",0.101998344699997,6.71821671121052,0.0289088204615699,0.490330731749951,0.999999999912779
"8460","ENSG00000222017.1","AC011997.1","antisense",0.131845153875918,-0.203187898039441,0.202587874769854,0.490366459307429,0.999999999912779
"7486","ENSG00000264075.1","MIR4783","miRNA",0.101297892379238,8.09630254580974,0.0240689547915824,0.490516613718817,0.999999999912779
"11659","ENSG00000240596.1","KCNAB1-AS2","antisense",-0.101204676656632,5.69964395224658,-0.0233205533779666,0.490763163926819,0.999999999912779
"17494","ENSG00000164463.12","CREBRF","protein_coding",-0.103349382261451,1.56635366509375,-0.0406974595838336,0.490763816280561,0.999999999912779
"10466","ENSG00000144744.16","UBA3","protein_coding",0.102872970342185,1.62287166430763,0.0364107466151671,0.490767836991377,0.999999999912779
"3842","ENSG00000234333.2","CYCSP53","processed_pseudogene",0.101206878945822,4.86687104326845,0.0230362167615993,0.490890570910313,0.999999999912779
"3373","ENSG00000234937.1","AL139128.1","processed_pseudogene",-0.101256155314,1.59471137968762,-0.023108904331415,0.490912893097356,0.999999999912779
"5616","ENSG00000200829.1","RF00019","misc_RNA",0.101349483118293,2.0194990444685,0.0232450417857442,0.491029581726965,0.999999999912779
"13203","ENSG00000250375.2","AC097501.2","lincRNA",0.105305744170892,-0.685174107159499,0.0571374991419874,0.491085597925036,0.999999999912779
"13599","ENSG00000145283.7","SLC10A6","protein_coding",0.101589235677827,5.54268943376647,0.0246489321299925,0.491134657049468,0.999999999912779
"243","ENSG00000215788.10","TNFRSF25","protein_coding",0.112272731291082,-0.921886912989393,0.106290619818157,0.49114025766199,0.999999999912779
"12908","ENSG00000174130.12","TLR6","protein_coding",0.101385237867982,-0.106118918382896,0.0230160341014045,0.4912808876825,0.999999999912779
"11421","ENSG00000250170.1","RASA2-IT1","sense_intronic",-0.101292265724853,-0.360498430013969,-0.0220761580098519,0.491528400321268,0.999999999912779
"15954","ENSG00000251724.1","RNU7-175P","snRNA",-0.100976157731427,3.10827885909636,-0.0212051203270168,0.491555607094832,0.999999999912779
"15032","ENSG00000280251.1","AC091912.2","TEC",0.101088856120827,9.42780731061643,0.0210593879759191,0.491665715100071,0.999999999912779
"4714","ENSG00000278610.1","AC093152.1","lincRNA",-0.101089462674239,4.96067382859903,-0.0204576212324179,0.4919390802611,0.999999999912779
"11354","ENSG00000261146.1","AC007159.1","lincRNA",0.112444937201984,1.48137998501377,0.106861160283317,0.491978115215391,0.999999999912779
"5403","ENSG00000231610.1","PIK3CDP1","processed_pseudogene",0.101306227632233,-0.0692388321968088,0.0212935295593225,0.492081323273822,0.999999999912779
"8162","ENSG00000229750.1","AC096649.1","antisense",-0.101144626628514,6.09479315132139,-0.0200456529668403,0.492252016766227,0.999999999912779
"8569","ENSG00000223619.1","MTCO1P17","unprocessed_pseudogene",0.101542910117175,2.53437659244955,0.0229956837396438,0.492265029050191,0.999999999912779
"14056","ENSG00000240775.1","AC021205.1","processed_pseudogene",0.102706173760115,2.51629008770987,0.0338910576242853,0.492278172797117,0.999999999912779
"7387","ENSG00000125631.7","HTR5BP","transcribed_unprocessed_pseudogene",0.137329585312155,-0.561715173193504,0.221521351827748,0.492375989963173,0.999999999912779
"10756","ENSG00000175841.8","FAM172BP","processed_pseudogene",-0.100805361448522,4.8959341934302,-0.0190332181590192,0.492414387685457,0.999999999912779
"10777","ENSG00000241754.1","AC108748.1","lincRNA",0.108713942966886,-0.132345905519472,0.0818639656043014,0.492759597006157,0.999999999912779
"16925","ENSG00000283602.1","AC116353.5","transcribed_unitary_pseudogene",-0.100696017699709,4.6791606030711,-0.0175389033349838,0.493008814545611,0.999999999912779
"18071","ENSG00000283408.1","MIR548A1HG","lincRNA",-0.117939757115177,-1.29444017644734,-0.137598231597309,0.49307871444802,0.999999999912779
"6912","ENSG00000233105.1","AC103563.5","unprocessed_pseudogene",0.138764487295143,-1.12792795962402,0.225871706483953,0.493249245777875,0.999999999912779
"7190","ENSG00000235325.1","AC009963.3","processed_pseudogene",0.100836788795747,4.40802912666388,0.0167006516285669,0.493380146543118,0.999999999912779
"3376","ENSG00000143622.10","RIT1","protein_coding",0.103936511598123,0.708439312076335,0.0442445664418048,0.493619844621846,0.999999999912779
"10345","ENSG00000210841.1","RNU6ATAC26P","snRNA",0.101029358970426,5.61485441084144,0.0170700626883792,0.493670806585674,0.999999999912779
"8354","ENSG00000213601.3","KRT18P19","processed_pseudogene",-0.100543735870902,3.43164739769678,-0.0157353991059482,0.493727342376303,0.999999999912779
"12396","ENSG00000283183.1","AC116565.1","lincRNA",-0.102257831316745,1.19724783867344,-0.0287206158881166,0.493806696541712,0.999999999912779
"3430","ENSG00000143303.11","RRNAD1","protein_coding",0.100716752660956,6.79959507505825,0.0154813999263797,0.493838165003967,0.999999999912779
"15854","ENSG00000196302.5","AC146944.1","unprocessed_pseudogene",0.11000978471368,0.301360924950811,0.0901079596660569,0.493895277833429,0.999999999912779
"6766","ENSG00000212133.1","RNU6-1168P","snRNA",0.101040538363729,3.70652556950312,0.016861658669152,0.493896127328009,0.999999999912779
"1088","ENSG00000116525.13","TRIM62","protein_coding",0.100587815685197,3.98143417821047,0.0145856538187002,0.494186140941003,0.999999999912779
"16663","ENSG00000275939.1","RF02271","misc_RNA",0.130156459234318,0.00925987025858403,0.1930603174572,0.494288200758654,0.999999999912779
"10876","ENSG00000172139.14","SLC9C1","protein_coding",0.106588842705214,0.493434312332804,0.0654803607683691,0.494327156081208,0.999999999912779
"6633","ENSG00000233444.1","AC013262.1","processed_pseudogene",0.102686061864395,1.57633289822727,0.0324724559029967,0.494444031924459,0.999999999912779
"14189","ENSG00000248795.1","AC098859.1","processed_pseudogene",0.100932269398026,5.70193141019841,0.0152039249359916,0.494517796961221,0.999999999912779
"17739","ENSG00000248473.1","LINC01962","lincRNA",-0.100493981349975,7.00640838576259,-0.0134950878350162,0.494620382257841,0.999999999912779
"1977","ENSG00000259030.7","FPGT-TNNI3K","protein_coding",0.10184925296405,-1.23641116003164,0.0241696943161974,0.494724150606765,0.999999999912779
"13692","ENSG00000163104.17","SMARCAD1","protein_coding",0.114758805203534,-0.785200989941814,0.119039169442437,0.494730305220899,0.999999999912779
"13187","ENSG00000250384.1","UBE2CP3","processed_pseudogene",-0.100631721197492,3.68208749364313,-0.0131275550237719,0.49478623375508,0.999999999912779
"3817","ENSG00000238051.1","ISCUP1","processed_pseudogene",0.100617524292847,2.14759217593,0.0129281021602261,0.494863396793269,0.999999999912779
"12552","ENSG00000187904.3","AC097382.1","sense_overlapping",-0.100620403052545,6.62304640698733,-0.0129209914134144,0.494867856079905,0.999999999912779
"4594","ENSG00000136643.11","RPS6KC1","protein_coding",-0.100768173076098,2.64799075776526,-0.0134658576426893,0.494877525422299,0.999999999912779
"7251","ENSG00000226991.2","AC140479.1","processed_pseudogene",-0.100711429472025,4.93601577172795,-0.0131408228081988,0.494883699111065,0.999999999912779
"7337","ENSG00000231292.6","IGKV1OR2-108","IG_V_gene",0.102625829262913,-0.755478199735278,0.0316342269142166,0.494965949544056,0.999999999912779
"15486","ENSG00000251478.1","AC008817.1","processed_pseudogene",0.100570120399781,2.77947922158236,0.0125089008329669,0.495020672949812,0.999999999912779
"12303","ENSG00000237418.1","AC069257.2","processed_pseudogene",0.103577264032509,1.27605497482755,0.040288809375544,0.495177031232453,0.999999999912779
"14232","ENSG00000248621.2","AC108019.1","processed_pseudogene",0.100729057895156,1.27850840579927,0.0127379266331314,0.49517892450167,0.999999999912779
"2178","ENSG00000117226.11","GBP3","protein_coding",-0.100723012775795,8.77713152288567,-0.0125903002941517,0.495248950185684,0.999999999912779
"9519","ENSG00000268279.4","AC090004.1","protein_coding",0.10059852868254,1.36422918386086,0.0118618398752627,0.495314244514394,0.999999999912779
"6504","ENSG00000285068.1","AC074008.2","bidirectional_promoter_lncRNA",0.105394689963235,0.900220926904007,0.055602635942119,0.495337062070833,0.999999999912779
"7994","ENSG00000115271.10","GCA","protein_coding",-0.100641582336932,7.65508575950353,-0.0118453516196989,0.495401475461475,0.999999999912779
"18161","ENSG00000178762.4","HIST1H2BPS1","unprocessed_pseudogene",0.102303732005239,7.54781119144211,0.0282368446125449,0.495561451100337,0.999999999912779
"14517","ENSG00000250997.1","AC093853.1","processed_pseudogene",0.100634583872677,0.0990549013119585,0.0114797637076841,0.495587364779863,0.999999999912779
"5925","ENSG00000225402.1","AC010878.1","processed_pseudogene",0.101611475698924,0.604828049488816,0.021243909220558,0.495648921573238,0.999999999912779
"12762","ENSG00000272995.1","AC097505.1","antisense",0.12355035486164,-0.0328849834855782,0.163627938591947,0.495707523598485,0.999999999912779
"501","ENSG00000251866.1","SCARNA21B","scaRNA",0.102930209245924,0.65783420595219,0.0341283123518716,0.49572763642069,0.999999999912779
"3469","ENSG00000158473.6","CD1D","protein_coding",0.101350047911113,0.412695091426807,0.0182424552034825,0.496151581342543,0.999999999912779
"2014","ENSG00000117069.14","ST6GALNAC5","protein_coding",0.100595063076602,2.7449604958937,0.0100979363036551,0.496346021634238,0.999999999912779
"385","ENSG00000235643.1","LINC01647","lincRNA",0.115524532722888,0.210923242092636,0.122252796995936,0.496668607881677,0.999999999912779
"18187","ENSG00000180596.7","HIST1H2BC","protein_coding",0.100638719183301,7.57392823378328,0.0101839452578156,0.496694185324043,0.999999999912779
"2584","ENSG00000143110.11","C1orf162","protein_coding",-0.100586894747098,1.46353661839587,-0.00959227444888533,0.496751718831336,0.999999999912779
"4698","ENSG00000227613.1","QRSL1P2","processed_pseudogene",-0.101727499986616,0.421012631486531,-0.0218525695006615,0.496864695884285,0.999999999912779
"6109","ENSG00000170802.15","FOXN2","protein_coding",0.109558706694685,-1.07587319782593,0.0854657916805148,0.49688347853358,0.999999999912779
"17719","ENSG00000131446.16","MGAT1","protein_coding",0.100324024671967,3.40958350406868,0.00746227357796816,0.497027992958545,0.999999999912779
"13328","ENSG00000251691.2","AC114786.3","unprocessed_pseudogene",-0.100390003531559,0.1235165905572,-0.00732168454096455,0.497180380707153,0.999999999912779
"10588","ENSG00000242781.1","LINC02050","lincRNA",0.10234944907836,2.62314975496033,0.0278010973007788,0.497511339756487,0.999999999912779
"5217","ENSG00000221953.5","C1orf229","lincRNA",0.1024004189036,-1.20484809097474,0.0282874572713115,0.49753275627201,0.999999999912779
"16960","ENSG00000278915.1","AC005609.3","antisense",-0.100180680077157,4.18721372193091,-0.00590017572620778,0.497647905825774,0.999999999912779
"4510","ENSG00000008118.9","CAMK1G","protein_coding",-0.101048656825607,-0.899816266937817,-0.0142286893752816,0.497679263974116,0.999999999912779
"5871","ENSG00000223951.1","AL133244.1","processed_pseudogene",-0.10067118125037,7.10721050779896,-0.00987957146773242,0.49773969513768,0.999999999912779
"7033","ENSG00000144191.11","CNGA3","protein_coding",-0.100316896430517,2.98938516187918,-0.00578110502853546,0.497844535370407,0.999999999912779
"8505","ENSG00000155744.9","FAM126B","protein_coding",-0.100281037174076,6.73641015883338,-0.00510342512128978,0.498124727371887,0.999999999912779
"10702","ENSG00000196098.2","OR5K4","protein_coding",-0.100231443221175,5.48190166870955,-0.00474330625862399,0.498134538601338,0.999999999912779
"17846","ENSG00000112739.16","PRPF4B","protein_coding",0.105134558075333,-1.52072934856337,0.0520471933434794,0.498424820348992,0.999999999912779
"3595","ENSG00000186517.13","ARHGAP30","protein_coding",-0.100216566352049,5.0943566434858,-0.00397390332405092,0.498554411929488,0.999999999912779
"13297","ENSG00000196620.9","UGT2B15","protein_coding",0.115346784966549,-1.42126856781613,0.12016243403084,0.498554855111286,0.999999999912779
"18762","ENSG00000252106.2","RNY3P15","misc_RNA",-0.100671424354306,1.20903936104757,-0.00950733568238891,0.498589816567167,0.999999999912779
"10149","ENSG00000182179.12","UBA7","protein_coding",0.116730652357252,-0.657500366173244,0.1277328489721,0.49867312562321,0.999999999912779
"4029","ENSG00000224810.1","AL355482.1","lincRNA",0.107778215186852,0.508825517030788,0.0721189200787368,0.498710231531513,0.999999999912779
"18721","ENSG00000213588.5","ZBTB9","protein_coding",0.100064173361662,8.10875015107992,0.00173815279705886,0.499307141633523,0.999999999912779
"16805","ENSG00000278815.1","RF00006","misc_RNA",0.100188625736696,4.8367482340724,0.00308365908045704,0.499357745637041,0.999999999912779
"1534","ENSG00000237180.1","CYP46A4P","processed_pseudogene",-0.100112064226868,6.4521291611937,-0.00201377237491183,0.499382611723202,0.999999999912779
"16539","ENSG00000248927.1","AC114284.1","lincRNA",0.100286915030948,6.88707845367885,0.00435460409951202,0.499538971885435,0.999999999912779
"15603","ENSG00000249069.7","LINC01033","lincRNA",0.100253464324866,-0.387951184370549,0.00390372423022393,0.499547457017188,0.999999999912779
"2291","ENSG00000226835.2","AC097059.1","lincRNA",0.101126651424629,3.41804604869508,0.0143960205814415,0.499558736119236,0.999999999912779
"9029","ENSG00000135899.17","SP110","protein_coding",0.10094366475046,1.94869929888344,0.0122840003445276,0.49975213569976,0.999999999912779
